first_name,last_name,age,latitude,longitude,sourced_2024,sourced_2025,gender,fund
Kyleigh,Yundt,53,2.644753,37.603308,FALSE,TRUE,male,FUND3
Catherine,Lockman,44,-0.50951,37.797811,TRUE,TRUE,female,FUND3
Cristina,McClure,55,1.101529,37.943191,FALSE,TRUE,male,FUND2
Richard,Wilkinson,32,2.523568,36.698477,TRUE,TRUE,female,FUND2
Mina,Schamberger,38,-1.074017,37.748261,TRUE,FALSE,female,FUND3
Edison,Hauck,43,2.45913,37.429825,TRUE,TRUE,male,FUND2
Tristian,Blanda-Koelpin,44,-1.575166,37.399864,FALSE,TRUE,male,FUND2
Jarred,Kunze,66,0.675974,38.190168,TRUE,FALSE,female,FUND1
Rosendo,Dickinson,62,-0.49099,36.987455,TRUE,FALSE,female,FUND2
Verlie,Kovacek,34,2.086879,36.363977,FALSE,TRUE,female,FUND2
Dudley,Marquardt,29,1.761017,36.218984,TRUE,FALSE,female,FUND2
Emilia,Dare,76,-1.580867,36.99308,FALSE,TRUE,male,FUND1
Hunter,Tillman,64,1.263674,37.292275,TRUE,FALSE,female,FUND1
Elissa,Koelpin,42,-0.067003,38.046357,FALSE,FALSE,male,FUND2
Emilio,Gulgowski-Fadel,56,3.073513,36.568803,FALSE,FALSE,female,FUND2
Bud,Block,36,1.90424,36.572994,TRUE,FALSE,male,FUND1
Mac,Kiehn,51,0.153092,37.973668,FALSE,FALSE,female,FUND2
Rowland,Bins,65,-0.777323,38.106005,TRUE,FALSE,male,FUND2
Mikel,Purdy,64,-0.563775,38.231862,TRUE,FALSE,female,FUND1
Timmothy,Dibbert,34,2.866558,36.464198,TRUE,FALSE,male,FUND2
Evelyn,McCullough,69,1.978445,36.74745,TRUE,FALSE,male,FUND2
Christ,Konopelski,61,2.027376,38.106708,TRUE,TRUE,female,FUND3
Greg,Cartwright,28,3.24326,36.379645,FALSE,TRUE,male,FUND1
Talia,Schinner,41,1.215156,37.401864,TRUE,FALSE,male,FUND1
Abbie,Grady,41,1.485249,37.703674,TRUE,FALSE,female,FUND3
Meaghan,Koss,38,-1.582497,38.435448,TRUE,FALSE,male,FUND3
Marcellus,Johnson,69,0.290769,37.312965,TRUE,FALSE,male,FUND3
Verner,Rodriguez,70,0.633157,36.68793,FALSE,TRUE,male,FUND1
Nickolas,Jaskolski,69,-1.551053,37.62784,TRUE,FALSE,male,FUND2
Eldon,Simonis,36,2.714439,37.065772,TRUE,TRUE,male,FUND3
Nora,Bogisich,54,1.391391,36.90562,TRUE,FALSE,male,FUND3
Braulio,Kilback,27,-1.463505,36.94148,TRUE,TRUE,male,FUND1
Adeline,Senger,37,0.294724,37.270697,TRUE,TRUE,male,FUND3
Frederik,Hayes,46,3.151762,38.070257,FALSE,FALSE,female,FUND3
Stacy,Gottlieb,23,2.686837,37.377276,TRUE,TRUE,female,FUND3
Desmond,Wolf,23,2.830685,36.887572,TRUE,TRUE,female,FUND2
Birdie,Kunze,68,1.255853,37.90275,FALSE,TRUE,male,FUND1
Clyde,Veum,78,2.261281,36.31523,FALSE,TRUE,male,FUND3
Joesph,Grimes,40,1.678436,38.349315,TRUE,TRUE,male,FUND2
Susie,Kilback,58,0.982478,37.245486,FALSE,FALSE,male,FUND3
Ansel,Sawayn,32,2.573638,36.208552,TRUE,TRUE,male,FUND3
Kyla,Koelpin,46,3.094923,37.963106,FALSE,FALSE,male,FUND1
Elissa,Kohler,25,-0.008804,36.76237,FALSE,FALSE,female,FUND3
Dovie,Nitzsche,60,1.555613,38.410105,FALSE,TRUE,male,FUND3
Jamal,Kessler,60,0.089789,36.886276,FALSE,FALSE,male,FUND3
Aracely,Dickinson,55,-1.170594,37.098279,TRUE,FALSE,female,FUND3
Jolie,Erdman,74,-0.386821,38.032011,TRUE,FALSE,female,FUND1
Keaton,Casper,77,2.180754,37.366436,TRUE,FALSE,male,FUND3
Josianne,Hilpert,36,1.267303,38.411295,TRUE,FALSE,male,FUND2
Yvonne,Bailey,25,-0.489186,36.7354,TRUE,FALSE,male,FUND1
Monte,Littel,20,1.189001,36.828767,FALSE,TRUE,female,FUND2
Alyson,Stanton-Nienow,44,-0.180976,38.043733,FALSE,FALSE,male,FUND1
Maximo,Ankunding,71,2.36914,38.407017,FALSE,TRUE,female,FUND2
Esperanza,Toy,43,0.768477,36.578695,FALSE,TRUE,female,FUND2
Jane,O'Conner,75,-1.314451,36.662569,FALSE,TRUE,female,FUND1
Skye,Kuvalis,31,2.381633,36.815349,TRUE,FALSE,male,FUND1
Charlene,Jacobson,57,3.22796,37.977264,FALSE,TRUE,male,FUND1
Shany,Nikolaus,71,2.74389,37.808027,TRUE,FALSE,male,FUND2
Kody,Hoppe,26,-1.553058,38.181566,TRUE,TRUE,male,FUND3
Ava,Breitenberg,30,2.927344,36.217555,TRUE,TRUE,male,FUND2
Aaliyah,Shanahan,20,2.653062,37.494292,FALSE,FALSE,male,FUND1
Leonardo,Schuppe,31,0.840923,36.765804,FALSE,TRUE,male,FUND2
Obie,Doyle,36,1.868368,36.535611,TRUE,TRUE,male,FUND1
Dusty,Berge,55,-0.385555,36.854821,TRUE,TRUE,female,FUND3
Demetrius,Runolfsdottir,62,3.010737,36.586569,FALSE,TRUE,male,FUND2
Joe,Mertz,31,1.876422,37.171243,FALSE,FALSE,male,FUND3
Trevion,Kilback,46,-0.589624,38.071274,FALSE,FALSE,female,FUND3
Liza,Stehr,32,-0.253724,36.915619,TRUE,FALSE,female,FUND1
Reed,Langworth,79,1.383084,37.681547,TRUE,FALSE,male,FUND3
Vidal,Tromp-Lowe,65,2.827372,38.273991,FALSE,FALSE,female,FUND2
Maryse,Purdy,64,-1.062228,38.313912,FALSE,TRUE,male,FUND2
Mittie,Pagac-Shields,67,0.027177,37.350424,TRUE,FALSE,female,FUND1
Hector,Legros,22,2.454653,36.654039,FALSE,TRUE,female,FUND1
Fleta,Green,59,0.512496,37.585054,TRUE,TRUE,female,FUND1
Whitney,Pagac,29,0.64881,38.443473,FALSE,FALSE,male,FUND2
Marianne,Goodwin,60,0.423571,37.885641,FALSE,FALSE,male,FUND1
Jarred,Gutmann,46,1.620072,37.968479,TRUE,FALSE,female,FUND1
Loraine,Schuster,60,1.941082,37.207968,FALSE,FALSE,male,FUND2
Keeley,Dooley,78,2.056668,36.343529,FALSE,TRUE,female,FUND3
Ernesto,Kilback,42,-1.256076,36.923402,TRUE,FALSE,male,FUND3
Gerda,Stroman,46,2.44764,37.171628,FALSE,TRUE,female,FUND1
Allie,Conroy,65,2.709248,37.938355,FALSE,TRUE,male,FUND1
Colton,Shanahan,38,0.197524,38.204426,TRUE,FALSE,female,FUND2
Josephine,Bradtke,59,-1.36197,36.203127,TRUE,FALSE,female,FUND1
Jayde,Huels,62,3.098063,37.220472,FALSE,FALSE,female,FUND2
Ethan,Kemmer,46,-0.164948,36.520213,TRUE,TRUE,female,FUND1
Mazie,Schoen,48,-0.902982,38.44738,FALSE,FALSE,female,FUND1
Kelli,Koch,60,-0.641086,37.970825,FALSE,TRUE,female,FUND3
Noelia,Kris,48,2.597242,37.870849,FALSE,TRUE,male,FUND3
Tess,Rutherford,66,1.738195,36.748725,FALSE,FALSE,female,FUND3
Alba,Dach,73,-1.442718,36.511732,TRUE,FALSE,female,FUND2
Mina,Aufderhar-Schuster,61,-1.258944,37.956628,TRUE,TRUE,female,FUND2
Grant,Lind,77,-0.437221,37.772509,FALSE,FALSE,male,FUND2
Lavern,Homenick-Ritchie,47,0.815422,38.203531,FALSE,FALSE,female,FUND3
Kenyon,Bayer,67,0.013338,36.612545,TRUE,FALSE,female,FUND3
Maybelle,Ferry,39,1.663487,37.250615,FALSE,TRUE,male,FUND3
Ron,Jenkins,46,0.458208,37.405417,FALSE,FALSE,female,FUND1
Mariam,Klocko-Heidenreich,47,1.957489,37.026944,FALSE,FALSE,female,FUND2
Carmen,Kunde,27,-0.187697,38.284348,FALSE,TRUE,male,FUND2
Alysha,Graham,59,1.220921,37.649814,FALSE,FALSE,female,FUND1
Alexandre,Lemke,63,0.82559,36.686869,FALSE,FALSE,male,FUND3
Salvatore,Padberg,80,-1.34543,37.590309,FALSE,FALSE,female,FUND1
Mackenzie,Metz,24,0.478431,38.131996,TRUE,FALSE,male,FUND3
Lawson,Ortiz-Pouros,76,1.352607,36.394596,FALSE,FALSE,female,FUND1
Jayson,Zieme,66,-0.159248,37.914691,FALSE,TRUE,female,FUND2
Tianna,Hyatt,43,0.388929,37.089872,TRUE,FALSE,male,FUND2
Modesta,Bahringer,35,-1.187007,37.737419,FALSE,FALSE,male,FUND2
Guillermo,Dibbert,56,2.688386,37.923609,TRUE,FALSE,female,FUND1
Guiseppe,Terry,55,-0.007845,37.240929,TRUE,TRUE,female,FUND3
Berenice,Turcotte,39,2.353099,37.456827,TRUE,TRUE,male,FUND1
Jacinthe,Stroman,29,2.595784,36.328336,TRUE,TRUE,female,FUND1
Hattie,Friesen,52,2.977737,38.400885,TRUE,FALSE,female,FUND2
Ursula,Cassin,47,2.278831,37.295145,FALSE,FALSE,female,FUND1
Arch,Durgan,31,1.743579,36.421669,FALSE,TRUE,female,FUND3
Rey,Rice,71,-0.187268,36.998244,FALSE,FALSE,male,FUND3
Flavie,Balistreri,29,2.416835,37.811669,FALSE,FALSE,female,FUND2
Kailee,Dickinson,22,-1.293811,37.934436,FALSE,FALSE,female,FUND2
Nella,Kirlin,49,1.779234,36.231709,TRUE,TRUE,male,FUND3
Sebastian,Simonis,44,2.930074,36.96733,TRUE,FALSE,male,FUND1
Rosella,Beatty,46,-0.521819,36.331779,FALSE,TRUE,male,FUND3
Anna,Lynch,36,-1.527683,37.841689,TRUE,FALSE,female,FUND2
Beryl,Mosciski,77,0.206089,38.180522,TRUE,TRUE,male,FUND2
Sadie,Wintheiser,65,1.605577,36.186431,TRUE,FALSE,female,FUND3
Jovani,Hickle,45,-0.247237,38.048227,FALSE,FALSE,male,FUND3
Bethany,Littel,52,2.749639,38.196825,FALSE,FALSE,male,FUND1
Aisha,Friesen,20,3.217463,37.02611,FALSE,TRUE,male,FUND1
Ayden,Simonis,59,2.643433,37.365185,TRUE,TRUE,male,FUND3
Brooke,Hagenes,49,-0.275272,37.077175,FALSE,FALSE,female,FUND1
Lelia,Cormier,76,0.949096,36.165586,FALSE,TRUE,female,FUND1
Marcellus,Feest,21,0.566031,36.701315,TRUE,TRUE,female,FUND1
Juliet,Waelchi,74,-0.52504,37.195624,FALSE,FALSE,female,FUND3
Angelo,Turner,67,3.300126,38.382566,TRUE,TRUE,male,FUND1
Francis,Ondricka,41,0.182064,37.736726,TRUE,TRUE,female,FUND2
Herminia,Turner,69,2.324561,37.16219,TRUE,FALSE,male,FUND3
Rosina,Morar-Barton,73,0.424913,36.932201,FALSE,TRUE,female,FUND2
Ivory,Koch,35,1.56917,36.841501,FALSE,TRUE,female,FUND3
Hilda,Dare,57,-0.555986,36.302995,FALSE,FALSE,male,FUND3
Aniya,Vandervort,39,2.050196,37.595891,TRUE,FALSE,male,FUND1
Rozella,Cremin,28,-1.280971,38.257836,FALSE,TRUE,female,FUND3
Cortney,Klocko,22,0.715656,36.437558,TRUE,FALSE,male,FUND2
Kobe,Gibson,28,2.813432,36.817932,TRUE,FALSE,male,FUND2
Davin,Tromp,28,1.870783,37.133744,TRUE,FALSE,female,FUND2
Torrance,Dach,48,2.855988,36.799083,FALSE,TRUE,male,FUND2
Philip,Waters,73,-0.274641,36.887683,FALSE,FALSE,female,FUND1
Zora,O'Reilly,26,1.854887,37.20971,TRUE,TRUE,female,FUND3
Kody,Blick,38,2.438517,37.17784,FALSE,FALSE,female,FUND3
Rylan,Heathcote,35,2.174945,36.470988,TRUE,TRUE,female,FUND2
Lexi,Davis,30,1.812464,36.924835,FALSE,FALSE,male,FUND1
Georgianna,Goldner,20,1.831683,37.739497,FALSE,FALSE,male,FUND1
Kattie,Jones,68,0.76385,37.150556,FALSE,TRUE,male,FUND2
Betsy,Kreiger,72,-0.403576,38.041797,TRUE,FALSE,female,FUND3
Freeda,Koss,49,1.058939,38.167334,TRUE,TRUE,male,FUND3
Harmony,Harris,51,1.271218,37.588564,FALSE,FALSE,male,FUND2
Ricky,Torphy,80,1.199069,36.871074,FALSE,TRUE,male,FUND1
Sylvester,Gibson,45,2.714302,37.793929,FALSE,TRUE,female,FUND3
Torrey,Flatley,70,1.512226,37.607161,FALSE,FALSE,female,FUND2
Sherwood,Kautzer,43,2.201208,36.474003,TRUE,TRUE,female,FUND3
Cale,Kling,28,-0.569196,37.460015,TRUE,FALSE,female,FUND1
Hattie,Huel,74,2.160938,37.222075,TRUE,TRUE,female,FUND2
Rebeka,Schmidt,70,2.253735,36.930535,TRUE,FALSE,male,FUND1
Raphaelle,Bailey,58,-1.557396,38.424669,FALSE,TRUE,female,FUND2
Elda,Oberbrunner,39,3.146865,36.646357,TRUE,FALSE,female,FUND2
Eudora,Ortiz,57,1.506118,36.627491,FALSE,FALSE,male,FUND1
Reynold,Goldner,79,2.5595,38.382097,TRUE,TRUE,male,FUND2
Jedediah,Sanford,46,2.831112,37.637342,TRUE,FALSE,female,FUND2
Adell,Kirlin,33,-1.018763,37.349397,FALSE,FALSE,male,FUND3
Garrett,Connelly,75,3.245544,37.790045,FALSE,FALSE,male,FUND3
Marlee,Lubowitz,74,1.397694,37.100545,FALSE,FALSE,male,FUND2
Marley,Schaefer,65,1.736355,37.257079,FALSE,FALSE,male,FUND1
Rosalyn,Hand,78,0.889097,37.374406,TRUE,FALSE,female,FUND3
Bo,Bergnaum,79,1.170853,37.048486,TRUE,TRUE,male,FUND1
Dortha,Williamson,29,1.878076,36.614106,TRUE,FALSE,female,FUND3
Albin,Howell,72,-0.18028,37.978868,TRUE,FALSE,female,FUND1
Otto,Schimmel,44,2.79304,37.585371,FALSE,TRUE,female,FUND1
Enos,Connelly,42,2.145684,37.294118,TRUE,FALSE,male,FUND3
Jarod,Medhurst,65,2.618893,37.619559,FALSE,FALSE,male,FUND3
Reina,Bechtelar,49,3.034543,38.226406,FALSE,FALSE,female,FUND3
Fletcher,Leuschke,40,3.262624,37.842572,FALSE,TRUE,female,FUND3
Myrtis,Harber,71,0.445594,36.761446,FALSE,TRUE,female,FUND2
Sebastian,Parker,27,2.873155,38.240466,FALSE,FALSE,female,FUND2
Brady,Parisian,58,2.956601,37.925995,TRUE,FALSE,female,FUND1
Emmanuel,Hills,30,-0.381115,38.414419,FALSE,TRUE,male,FUND1
Ciara,Wolf,68,0.945365,38.213868,TRUE,TRUE,female,FUND2
Esta,Schmitt-Collins,49,2.754608,37.576657,FALSE,FALSE,male,FUND3
Susan,Tillman,52,0.70634,36.450198,FALSE,TRUE,male,FUND2
Grady,Kessler,46,0.820177,37.992847,TRUE,TRUE,female,FUND1
Jayme,Bins,52,2.785223,37.415807,FALSE,TRUE,female,FUND2
Tanner,Lemke,24,-0.822487,36.435635,TRUE,FALSE,female,FUND1
Jared,Christiansen-Miller,21,-0.599773,36.727376,FALSE,FALSE,male,FUND1
Alden,Willms,42,1.131931,37.277968,FALSE,TRUE,male,FUND2
Tomasa,Murazik,45,2.681928,38.373641,FALSE,FALSE,male,FUND3
Nyasia,Moen,22,-0.789127,38.25102,FALSE,TRUE,female,FUND2
Asa,Sipes-Fahey,40,-0.477824,36.466108,FALSE,TRUE,male,FUND1
Althea,Barton,75,0.655227,37.754389,TRUE,TRUE,female,FUND3
Margret,Weissnat-Kuhic,32,-1.571851,37.58442,FALSE,FALSE,female,FUND1
Melody,Cole,57,3.256806,36.879443,FALSE,TRUE,female,FUND2
Shaylee,Hegmann,47,0.290838,36.77423,FALSE,TRUE,male,FUND3
Audie,Hagenes,55,0.605052,37.080573,FALSE,FALSE,male,FUND1
Maximus,Ferry,60,2.529387,36.591228,TRUE,FALSE,female,FUND3
Mauricio,DuBuque,34,3.145124,36.201207,FALSE,FALSE,female,FUND1
Kaitlin,Emard,21,2.802744,37.16735,TRUE,TRUE,male,FUND2
Mozell,Hermann,41,0.106098,36.515475,TRUE,TRUE,female,FUND2
Ron,Oberbrunner,70,3.133134,38.442929,TRUE,TRUE,male,FUND1
Avis,Balistreri,36,0.025757,37.426554,TRUE,FALSE,female,FUND3
Vidal,Schaefer,47,0.78496,37.54406,TRUE,TRUE,female,FUND1
Karlee,Kiehn,79,-1.050512,37.404133,TRUE,FALSE,female,FUND2
Rod,Zemlak-Schowalter,32,-0.681814,37.770766,FALSE,FALSE,female,FUND2
Brent,Quitzon,74,-0.550369,37.249604,FALSE,FALSE,male,FUND3
Jeffry,Ziemann,58,2.867413,36.185609,TRUE,TRUE,female,FUND1
Rodrigo,Cruickshank,23,-0.307612,38.127388,TRUE,FALSE,male,FUND2
Joanie,Bergstrom,40,2.609909,36.513905,FALSE,TRUE,male,FUND1
Charley,Erdman,67,0.697722,36.769596,FALSE,FALSE,female,FUND1
Rasheed,Mohr,61,0.453638,36.174664,TRUE,TRUE,male,FUND3
Barbara,Gulgowski,48,0.58408,36.604587,TRUE,FALSE,female,FUND2
Sierra,Swift,23,2.150755,36.812939,TRUE,FALSE,male,FUND1
Uriel,Monahan,24,3.083468,38.086297,TRUE,TRUE,male,FUND2
Gayle,Carter,47,-0.649834,36.344042,FALSE,FALSE,male,FUND3
Kaylah,Leannon,25,1.856361,38.393103,TRUE,FALSE,female,FUND3
Irving,Carter,26,-1.351201,36.717053,FALSE,FALSE,female,FUND1
Nora,Gusikowski,20,2.784892,37.553324,FALSE,TRUE,male,FUND3
Shayna,Becker,55,1.934721,36.626115,FALSE,TRUE,female,FUND3
Joanne,Von,49,1.396853,37.027611,FALSE,TRUE,male,FUND2
Eula,Skiles,35,1.951049,36.950986,TRUE,FALSE,female,FUND1
Lazaro,Gottlieb,46,2.161323,38.398991,TRUE,FALSE,female,FUND3
Will,Walsh,37,-0.857853,37.585782,FALSE,TRUE,female,FUND2
Sydnie,Prosacco,53,-0.587592,38.422651,FALSE,FALSE,male,FUND1
Zaria,Yost,31,1.894254,37.927577,FALSE,FALSE,female,FUND1
Nathanial,Howell,61,-0.618573,37.96948,FALSE,TRUE,female,FUND1
Sarah,Hilpert,68,0.376873,38.265354,TRUE,FALSE,male,FUND1
Lon,Jacobi,36,1.551373,36.766556,FALSE,TRUE,female,FUND3
Daryl,Koss-Klocko,80,2.065663,36.272287,FALSE,FALSE,female,FUND2
Deon,Renner-Veum,74,2.419889,36.465637,TRUE,FALSE,male,FUND1
Shemar,Tillman,41,0.957735,38.340057,TRUE,TRUE,male,FUND1
Angelita,Schinner,30,-1.384816,37.973655,TRUE,FALSE,female,FUND3
Keyon,Russel,76,2.568013,38.217732,FALSE,FALSE,female,FUND2
Adeline,Barrows,78,1.920777,38.068115,TRUE,FALSE,male,FUND1
Roselyn,Brakus,74,0.121788,38.026865,FALSE,TRUE,female,FUND3
Gunnar,Marvin,20,-0.970237,36.861272,FALSE,TRUE,male,FUND3
Corene,Parisian,39,-1.199869,37.129604,TRUE,TRUE,male,FUND2
Hillard,Keeling,63,-1.557351,36.655269,FALSE,TRUE,female,FUND3
Camila,Bernier,76,1.538857,37.775061,TRUE,FALSE,male,FUND2
Chesley,Hauck,24,-0.711468,36.475376,TRUE,TRUE,female,FUND3
Aiyana,Goldner,68,-0.023721,36.499947,FALSE,TRUE,female,FUND3
Karina,Stark,29,0.568408,38.077123,FALSE,FALSE,male,FUND3
Lauretta,Rolfson,51,1.452943,38.161213,FALSE,TRUE,male,FUND3
Gisselle,Brown,36,0.487854,36.764678,FALSE,FALSE,male,FUND1
Brooke,Bashirian,61,3.070292,37.002593,FALSE,FALSE,female,FUND2
Cordell,Harvey,42,1.079653,38.227396,TRUE,FALSE,female,FUND3
Mohammed,Halvorson,37,-0.045097,36.96821,FALSE,FALSE,female,FUND3
Norris,Franey,47,0.969016,37.316648,TRUE,FALSE,male,FUND1
Laila,Auer,73,-0.943009,37.433009,FALSE,TRUE,male,FUND2
Dayton,Cormier,62,1.286965,37.859712,FALSE,FALSE,male,FUND2
Liana,Legros,61,2.025997,36.650855,FALSE,FALSE,female,FUND1
Jamaal,Jast,60,1.473528,37.696124,FALSE,TRUE,female,FUND1
Aiyana,Gleichner,74,2.648212,36.207311,TRUE,TRUE,male,FUND2
Kayley,Raynor,22,2.772682,36.478767,TRUE,TRUE,male,FUND3
Ethan,Rolfson,40,1.210947,38.153235,FALSE,TRUE,male,FUND3
Claude,Bradtke,48,1.829823,36.939985,TRUE,TRUE,female,FUND3
Erling,Bode,44,-0.980022,38.110543,FALSE,FALSE,male,FUND1
Kaylee,Hayes,24,0.206122,37.698225,FALSE,FALSE,male,FUND1
Glenda,Windler,45,0.432957,37.981907,TRUE,TRUE,female,FUND2
Anderson,Kuhlman,41,-1.406848,37.708117,TRUE,TRUE,female,FUND2
Broderick,Hamill,20,-0.039301,37.613979,FALSE,TRUE,male,FUND2
Evalyn,Pfeffer,60,-0.415645,36.350321,TRUE,FALSE,female,FUND3
Madelynn,Abbott,58,2.349338,37.397985,TRUE,TRUE,male,FUND2
Raegan,Hamill,38,-0.201252,37.029875,TRUE,FALSE,male,FUND3
Terry,Weber,22,3.009779,37.050964,TRUE,FALSE,male,FUND2
Queen,Green,66,1.267995,36.336311,TRUE,TRUE,male,FUND2
Chaya,Hagenes,53,1.996009,36.517568,FALSE,TRUE,female,FUND1
Aliya,Donnelly,58,2.475931,38.409585,FALSE,TRUE,female,FUND2
Margot,Braun,26,2.623221,37.603915,FALSE,FALSE,female,FUND1
Russel,Friesen-Grady,50,-1.207818,36.853475,TRUE,TRUE,female,FUND1
Trevion,Graham,51,0.781355,37.898227,FALSE,FALSE,female,FUND2
Sidney,Bradtke,46,0.008093,38.435756,FALSE,TRUE,female,FUND1
Jared,Walsh,42,-0.412273,37.652968,FALSE,FALSE,female,FUND3
Autumn,Kuvalis,57,-1.43692,37.461782,FALSE,TRUE,male,FUND3
Morris,Morissette,56,-0.575366,38.394057,FALSE,FALSE,male,FUND2
Berenice,Marvin,57,-0.344216,37.091572,TRUE,TRUE,female,FUND1
Tyler,Hodkiewicz,31,0.538441,37.682727,TRUE,FALSE,male,FUND3
Molly,Ziemann,23,2.218158,36.941871,FALSE,FALSE,female,FUND3
Theresia,Mertz,41,1.434372,37.799927,FALSE,FALSE,female,FUND2
Joaquin,Wehner,74,-0.715507,37.880652,TRUE,FALSE,male,FUND1
Paul,Boyle,77,0.564892,36.674771,FALSE,FALSE,female,FUND1
Katarina,McGlynn,66,-0.41834,36.623738,TRUE,TRUE,female,FUND3
Deshawn,Grant-Schmitt,29,2.840455,37.24133,TRUE,TRUE,female,FUND1
Houston,Jones,70,-0.541231,37.53458,FALSE,TRUE,female,FUND3
Samara,Feeney,48,1.755839,36.298793,FALSE,FALSE,female,FUND1
Caleigh,McKenzie,23,-1.069914,37.511076,TRUE,FALSE,male,FUND1
Deven,Dibbert,21,3.109276,37.887054,FALSE,TRUE,male,FUND2
Estevan,Zemlak,59,1.037837,37.069477,TRUE,TRUE,female,FUND2
Vida,Medhurst,74,-0.942431,37.185192,TRUE,FALSE,male,FUND3
Brody,Smitham,73,1.02291,38.167564,TRUE,FALSE,female,FUND3
Talia,McKenzie,29,-0.89269,37.057664,TRUE,TRUE,female,FUND2
Jamar,Rosenbaum,72,0.842708,36.892583,FALSE,TRUE,female,FUND2
Jean,Jaskolski,38,2.135599,38.365827,TRUE,FALSE,female,FUND1
Barton,Green,61,-0.462574,37.220412,FALSE,FALSE,male,FUND2
Dovie,Swaniawski-Kuhlman,74,0.949487,36.925265,FALSE,TRUE,female,FUND1
Jeramy,Skiles-Keebler,32,0.487376,36.826012,FALSE,FALSE,female,FUND1
Morton,Mayer,40,0.500548,38.259429,FALSE,FALSE,male,FUND1
Cora,Nitzsche,48,1.670885,37.963298,FALSE,TRUE,female,FUND2
Alexandro,Heathcote,62,0.024295,37.908872,TRUE,FALSE,female,FUND3
Cesar,Morissette,55,2.940523,36.165866,FALSE,FALSE,female,FUND3
Stacey,Rodriguez,47,1.614123,38.081652,TRUE,FALSE,female,FUND2
Brandy,Altenwerth,51,-0.456467,38.387979,TRUE,FALSE,female,FUND1
Bryon,Schroeder,59,1.557111,37.42381,FALSE,TRUE,male,FUND2
Yasmin,Waelchi,64,0.724813,37.875019,TRUE,TRUE,female,FUND2
Gunnar,Goodwin,53,2.839317,36.438269,FALSE,TRUE,male,FUND1
Lillie,Wilderman,52,0.257002,37.390424,FALSE,TRUE,female,FUND2
Allison,Hintz,34,2.366672,36.653337,FALSE,TRUE,male,FUND1
Nico,Thompson,62,2.317366,37.295247,FALSE,TRUE,female,FUND3
Geovany,Bradtke,61,3.068505,37.653097,TRUE,FALSE,male,FUND2
Maxie,Littel,52,-0.814511,38.314899,TRUE,TRUE,female,FUND3
Jabari,Skiles,21,0.075784,36.922138,TRUE,FALSE,female,FUND3
Josefina,Nienow-Barton,61,0.41933,38.17607,FALSE,FALSE,female,FUND2
Myah,Walter,80,0.355397,36.236786,TRUE,TRUE,female,FUND1
Melany,Blanda,73,-1.076825,37.522893,TRUE,FALSE,male,FUND1
Shania,Friesen,37,-1.31093,36.198344,FALSE,TRUE,female,FUND3
Dallin,Bosco,59,3.178576,38.255249,TRUE,FALSE,male,FUND1
Lacy,Funk,57,-1.381975,38.080403,TRUE,FALSE,male,FUND3
Anne,Spinka,68,0.184674,38.35212,TRUE,TRUE,male,FUND3
Brooklyn,Shanahan,28,-0.212077,37.922594,FALSE,FALSE,male,FUND3
Brennon,Lubowitz,55,-1.367671,37.486078,FALSE,FALSE,male,FUND2
Dagmar,Deckow,43,0.289846,37.09763,FALSE,TRUE,female,FUND2
Nolan,Gibson,43,-1.20046,37.38099,FALSE,TRUE,female,FUND3
Pedro,Runolfsdottir,67,1.37509,37.504939,TRUE,FALSE,male,FUND3
Tito,Hane,76,1.350265,36.474274,FALSE,TRUE,male,FUND3
Kieran,Cassin,55,3.299696,37.539525,TRUE,TRUE,female,FUND2
Hilario,Torp,29,-0.97014,37.152226,FALSE,FALSE,male,FUND1
Trevion,Leffler,73,0.445728,37.014395,TRUE,TRUE,female,FUND2
Bettye,Heidenreich,44,-0.282353,37.296566,TRUE,TRUE,male,FUND1
Soledad,Stark,60,-0.518442,36.637786,TRUE,FALSE,female,FUND1
Alena,Beatty,30,3.200172,36.545294,FALSE,FALSE,female,FUND2
Willard,Parisian,53,2.234914,38.200429,FALSE,TRUE,male,FUND1
Matt,Bosco,36,-1.105107,37.64809,FALSE,FALSE,female,FUND1
Evert,Sipes,37,0.99291,36.213206,TRUE,TRUE,male,FUND1
Elijah,Gutmann,76,-0.486624,37.180353,TRUE,TRUE,male,FUND2
Dejon,Jones,52,0.6235,37.985421,FALSE,FALSE,female,FUND1
Clair,Krajcik,20,1.835735,37.630585,FALSE,TRUE,female,FUND1
Lelia,Koss,63,1.706545,37.804193,TRUE,FALSE,female,FUND3
Lorena,Grady,40,0.656849,36.805709,TRUE,TRUE,male,FUND1
Adeline,Cronin,50,-0.985039,36.778041,TRUE,TRUE,female,FUND3
Soledad,Senger,22,2.27209,37.921316,FALSE,FALSE,female,FUND2
Halle,Lang,56,-0.978185,37.478685,TRUE,TRUE,male,FUND3
Kamren,Osinski,31,0.170973,36.736878,TRUE,FALSE,male,FUND2
Hiram,Schuppe,77,2.630789,37.0457,FALSE,TRUE,female,FUND3
Mozell,Russel,70,2.268529,38.423355,FALSE,TRUE,male,FUND3
Chaim,Pouros,44,-1.193662,37.286684,FALSE,TRUE,female,FUND3
Nikolas,Balistreri,80,1.073854,38.103871,FALSE,TRUE,female,FUND2
Walton,Klein,65,1.806164,37.942146,FALSE,FALSE,male,FUND3
Reid,Kessler,62,1.178507,38.329254,TRUE,TRUE,male,FUND1
Mona,Larkin,62,-0.697146,37.379951,FALSE,TRUE,female,FUND3
